experiment_filename,original_filename,subcategory,category,memorability_score,type
lowmem_74.jpg,n03351262_797.jpg,fishing boat,vehicle,0.385542168674699,lowmem
highmem_75.jpg,sun_axsxcmrepgxeeyxh.jpg,forest (broadleaf),landscape,0.772727272727273,highmem
highmem_76.jpg,5a26c909a910c9d9.jpg,forest (broadleaf),landscape,0.752475247524752,highmem
lowmem_75.jpg,sun_aendsxsqysoknyst.jpg,forest (broadleaf),landscape,0.213592233009709,lowmem
lowmem_76.jpg,sun_augxrcssyuvvueda.jpg,forest (broadleaf),landscape,0.197674418604651,lowmem
highmem_77.jpg,sun_arvbnkbvvdcnqdgw.jpg,forest (needleleaf),landscape,0.67032967032967,highmem
highmem_78.jpg,56e041b89d9a9838.jpg,forest (needleleaf),landscape,0.654320987654321,highmem
lowmem_77.jpg,sun_akuzxstcblvhmomk.jpg,forest (needleleaf),landscape,0.254716981132075,lowmem
lowmem_78.jpg,sun_ahhlccroxiadjixl.jpg,forest (needleleaf),landscape,0.207547169811321,lowmem
highmem_79.jpg,n03384352_12186.jpg,forklift,vehicle,0.85981308411215,highmem
highmem_80.jpg,n03384352_3478.jpg,forklift,vehicle,0.855670103092783,highmem
lowmem_79.jpg,n03384352_2517.jpg,forklift,vehicle,0.456521739130435,lowmem
lowmem_80.jpg,n03384352_149.jpg,forklift,vehicle,0.442307692307692,lowmem
highmem_81.jpg,n02118333_7588.jpg,fox,animal,0.945652173913043,highmem
highmem_82.jpg,n02118333_6867.jpg,fox,animal,0.926605504587156,highmem
lowmem_81.jpg,n02118333_344.jpg,fox,animal,0.615384615384615,lowmem
lowmem_82.jpg,n02118333_10217.jpg,fox,animal,0.595505617977528,lowmem
highmem_83.jpg,n02878222_21494.jpg,freighter,vehicle,0.84375,highmem
highmem_84.jpg,n02878222_11521.jpg,freighter,vehicle,0.833333333333333,highmem
lowmem_83.jpg,n02878222_23049.jpg,freighter,vehicle,0.389473684210526,lowmem
lowmem_84.jpg,n02878222_49964.jpg,freighter,vehicle,0.363636363636364,lowmem
highmem_85.jpg,n09288635_13284.jpg,geyser,landscape,0.858823529411765,highmem
highmem_86.jpg,n09288635_13817.jpg,geyser,landscape,0.85,highmem
lowmem_85.jpg,n09288635_24858.jpg,geyser,landscape,0.372881355932203,lowmem
lowmem_86.jpg,n09288635_11510.jpg,geyser,landscape,0.351851851851852,lowmem
highmem_87.jpg,000000429407.jpg,giraffe,animal,0.893203883495146,highmem
highmem_88.jpg,000000459451.jpg,giraffe,animal,0.870967741935484,highmem
lowmem_87.jpg,000000564580.jpg,giraffe,animal,0.535714285714286,lowmem
lowmem_88.jpg,000000201698.jpg,giraffe,animal,0.527472527472527,lowmem
highmem_89.jpg,n07838073_7705.jpg,gravy,food,0.916666666666667,highmem
highmem_90.jpg,n07838073_15091.jpg,gravy,food,0.897959183673469,highmem
lowmem_89.jpg,n07838073_11107.jpg,gravy,food,0.504950495049505,lowmem
lowmem_90.jpg,n07838073_15549.jpg,gravy,food,0.478632478632479,lowmem
highmem_91.jpg,n02342885_13398.jpg,hamster,animal,0.938775510204082,highmem
highmem_92.jpg,n02342885_11450.jpg,hamster,animal,0.928571428571429,highmem
lowmem_91.jpg,n02342885_13161.jpg,hamster,animal,0.638888888888889,lowmem
lowmem_92.jpg,n02342885_4273.jpg,hamster,animal,0.623655913978495,lowmem
highmem_93.jpg,n03512147_4278.jpg,helicopter,vehicle,0.880434782608696,highmem
highmem_94.jpg,n03512147_6768.jpg,helicopter,vehicle,0.860215053763441,highmem
lowmem_93.jpg,n03512147_1461.jpg,helicopter,vehicle,0.53125,lowmem
lowmem_94.jpg,n03512147_4628.jpg,helicopter,vehicle,0.509615384615385,lowmem
highmem_95.jpg,000000073669.jpg,horse,animal,0.902912621359223,highmem
highmem_96.jpg,000000458705.jpg,horse,animal,0.882882882882883,highmem
lowmem_95.jpg,000000196344.jpg,horse,animal,0.445652173913043,lowmem
lowmem_96.jpg,000000427763.jpg,horse,animal,0.405940594059406,lowmem
highmem_97.jpg,n03541923_1152.jpg,hot-air balloon,vehicle,0.927835051546392,highmem
highmem_98.jpg,n03541923_1299.jpg,hot-air balloon,vehicle,0.888888888888889,highmem
lowmem_97.jpg,n03541923_2537.jpg,hot-air balloon,vehicle,0.594827586206897,lowmem
lowmem_98.jpg,n03541923_2351.jpg,hot-air balloon,vehicle,0.558823529411765,lowmem
highmem_99.jpg,000000339295.jpg,hotdog,food,0.943181818181818,highmem
highmem_100.jpg,n07697537_22000.jpg,hotdog,food,0.943181818181818,highmem
lowmem_99.jpg,000000185614.jpg,hotdog,food,0.561224489795918,lowmem
lowmem_100.jpg,000000252198.jpg,hotdog,food,0.495575221238938,lowmem
highmem_101.jpg,n09308572_5194.jpg,icescape,landscape,0.839622641509434,highmem
highmem_102.jpg,n09289331_1551.jpg,icescape,landscape,0.822429906542056,highmem
lowmem_101.jpg,n09289331_7730.jpg,icescape,landscape,0.279279279279279,lowmem
lowmem_102.jpg,n09289331_7811.jpg,icescape,landscape,0.274725274725275,lowmem
highmem_103.jpg,n07923748_2669.jpg,juice,food,0.908163265306122,highmem
